'ID_number','RawData_file','First3','Breedcode','Chip','Region','Country','Name','numSnP',' in_55k'
999111033,'genos_999111.txt',121,900,'6k','NWD','Texas','3-T Sugar Baby',5935,' N'
999111034,'genos_999111.txt',121,900,'6k','NWD','Texas','3-T Patches GW',5935,' N'
999111036,'genos_999111.txt',121,900,'6k','NWD','Texas','Vaca Rojo',5935,' N'
999111038,'genos_999111.txt',121,900,'6k','NWD','Texas','LW Edna 80',5935,' N'
999111040,'genos_999111.txt',121,900,'6k','NWD','Texas','DK 27',5935,' N'
999111041,'genos_999111.txt',121,900,'6k','NWD','Texas','Butter',5935,' N'
999111042,'genos_999111.txt',121,900,'6k','NWD','Texas','Chispa',5935,' N'
999111044,'genos_999111.txt',121,900,'6k','NWD','Texas','LW 203',5935,' N'
999111045,'genos_999111.txt',121,900,'6k','NWD','Texas','3-T Magic Lady',5935,' N'
999111048,'genos_999111.txt',121,900,'6k','NWD','Texas','LW Kellye',5935,' N'
999111049,'genos_999111.txt',121,900,'6k','NWD','Texas','3-T Tara Swan',5935,' N'
999111051,'genos_999111.txt',121,900,'6k','NWD','Texas','Legend 529',5935,' N'
999111053,'genos_999111.txt',121,900,'6k','NWD','Texas','LW Sarah Jean',5935,' N'
999111054,'genos_999111.txt',121,900,'6k','NWD','Texas','Rapunzel',5935,' N'
999111055,'genos_999111.txt',121,900,'6k','NWD','Texas','3-T Lilly GW',5935,' N'
999111057,'genos_999111.txt',121,900,'6k','NWD','Texas','Rosemary',5935,' N'
999111059,'genos_999111.txt',121,900,'6k','NWD','Texas','Mesquite 20',5935,' N'
999111063,'genos_999111.txt',121,900,'6k','NWD','Texas','Bo Bob',5935,' N'
999111064,'genos_999111.txt',121,900,'6k','NWD','Texas','Pearl',5935,' N'
999111065,'genos_999111.txt',121,900,'6k','NWD','Texas','LW Mcs B',5935,' N'
999111066,'genos_999111.txt',121,900,'6k','NWD','Texas','Fozzy',5935,' N'
999111067,'genos_999111.txt',121,900,'6k','NWD','Texas','Midnight',5935,' N'
999111068,'genos_999111.txt',121,900,'6k','NWD','Texas','Calamity jane',5935,' N'
999111069,'genos_999111.txt',121,900,'6k','NWD','Texas','3-T Caramal GW',5935,' N'
999111070,'genos_999111.txt',121,900,'6k','NWD','Texas','LW 18',5935,' N'
999111074,'genos_999111.txt',121,900,'6k','NWD','Texas','Miss BBR 51/0',5935,' N'
999111075,'genos_999111.txt',121,900,'6k','NWD','Texas','3-T Silver',5935,' N'
999111077,'genos_999111.txt',121,900,'6k','NWD','Texas','PANDA',5935,' N'
122329180,'genos_122.txt',122,122,'55k','GB','Scotland','x',14866,' N'
210328460,'genos_210.txt',210,210,'55k','GB','England','x',19868,' N'
104328110,'genos_104.txt',104,104,'55k','N.Eur','Switzerland','x',26601,' N'
504203200,'genos_504.txt',504,504,'55k','India','Brazil','x',27552,' N'
504203220,'genos_504.txt',504,504,'55k','India','Brazil','x',29449,' N'
220328770,'genos_220.txt',220,220,'55k','S.Eur','Italy','x',31042,' N'
104328140,'genos_104.txt',104,104,'55k','N.Eur','Switzerland','x',31656,' N'
504202970,'genos_504.txt',504,504,'55k','India','Brazil','x',32984,' N'
504203000,'genos_504.txt',504,504,'55k','India','Brazil','x',33551,' N'
504203210,'genos_504.txt',504,504,'55k','India','Brazil','x',33812,' N'
504202960,'genos_504.txt',504,504,'55k','India','Brazil','x',34055,' N'
200044959,'genos_200.txt',200,200,'55k','N.Eur','Netherlands','x',35238,' N'
101208440,'genos_101.txt',101,101,'55k','GB','England','x',35350,' N'
200242909,'genos_200.txt',200,200,'55k','N.Eur','Netherlands','x',35877,' N'
200244459,'genos_200.txt',200,200,'55k','N.Eur','Netherlands','x',35915,' N'
200045019,'genos_200.txt',200,200,'55k','N.Eur','Netherlands','x',35943,' N'
200008939,'genos_200.txt',200,200,'55k','N.Eur','Netherlands','x',35950,' N'
200020759,'genos_200.txt',200,200,'55k','N.Eur','Netherlands','x',35985,' N'
200242869,'genos_200.txt',200,200,'55k','N.Eur','Netherlands','x',36048,' N'
200247949,'genos_200.txt',200,200,'55k','N.Eur','Netherlands','x',36070,' N'
200242419,'genos_200.txt',200,200,'55k','N.Eur','Netherlands','x',36073,' N'
200245209,'genos_200.txt',200,200,'55k','N.Eur','Netherlands','x',36076,' N'
200245109,'genos_200.txt',200,200,'55k','N.Eur','Netherlands','x',36102,' N'
200242889,'genos_200.txt',200,200,'55k','N.Eur','Netherlands','x',36105,' N'
200246909,'genos_200.txt',200,200,'55k','N.Eur','Netherlands','x',36111,' N'
200020879,'genos_200.txt',200,200,'55k','N.Eur','Netherlands','x',36127,' N'
200247899,'genos_200.txt',200,200,'55k','N.Eur','Netherlands','x',36142,' N'
104328200,'genos_104.txt',104,104,'55k','N.Eur','Switzerland','x',37078,' N'
110328670,'genos_110.txt',110,110,'55k','S.Eur','Italy','x',38632,' N'
104328130,'genos_104.txt',104,104,'55k','N.Eur','Switzerland','x',39067,' N'
212328490,'genos_212.txt',212,212,'55k','GB','England','x',39617,' N'
504337909,'genos_504.txt',504,504,'55k','India','Brazil','x',39926,' N'
504337739,'genos_504.txt',504,504,'55k','India','Brazil','x',40432,' N'
114328860,'genos_114.txt',114,114,'55k','GB','Australia','x',41060,' N'
103208180,'genos_103.txt',103,103,'55k','S.Eur','France','x',41414,' N'
504337899,'genos_504.txt',504,504,'55k','India','Brazil','x',41466,' N'
503029730,'genos_503.txt',503,503,'55k','India','India','x',41635,' N'
124274720,'genos_124.txt',124,124,'55k','GB','England','x',41677,' N'
104328120,'genos_104.txt',104,104,'55k','N.Eur','Switzerland','x',41680,' N'
504203190,'genos_504.txt',504,504,'55k','India','Brazil','x',41998,' N'
101208460,'genos_101.txt',101,101,'55k','GB','England','x',42374,' N'
220328800,'genos_220.txt',220,220,'55k','S.Eur','Italy','x',42387,' N'
104208780,'genos_104.txt',104,104,'55k','N.Eur','Switzerland','x',42428,' N'
103208170,'genos_103.txt',103,103,'55k','S.Eur','France','x',43197,' N'
504202980,'genos_504.txt',504,504,'55k','India','Brazil','x',43377,' N'
504203240,'genos_504.txt',504,504,'55k','India','Brazil','x',43417,' N'
222329100,'genos_222.txt',222,222,'55k','Africa','Zimbabwe','x',43483,' N'
121329570,'genos_121.txt',121,900,'55k','NWD','Texas','x',43500,' N'
104328180,'genos_104.txt',104,104,'55k','N.Eur','Switzerland','x',43567,' N'
220328790,'genos_220.txt',220,220,'55k','S.Eur','Italy','x',43652,' N'
123476370,'genos_123.txt',123,123,'55k','Africa','Senegal','x',43691,' N'
104328090,'genos_104.txt',104,104,'55k','N.Eur','Switzerland','x',44092,' Y'
503029770,'genos_503.txt',503,503,'55k','India','India','x',44290,' Y'
502081230,'genos_502.txt',502,502,'55k','Africa','Kenya','x',44315,' Y'
503019260,'genos_503.txt',503,503,'55k','India','India','x',44655,' Y'
504202990,'genos_504.txt',504,504,'55k','India','Brazil','x',44998,' Y'
503029960,'genos_503.txt',503,503,'55k','India','India','x',45225,' Y'
122328390,'genos_122.txt',122,122,'55k','GB','Scotland','x',45357,' Y'
503030010,'genos_503.txt',503,503,'55k','India','India','x',45409,' Y'
503030110,'genos_503.txt',503,503,'55k','India','India','x',45420,' Y'
503029900,'genos_503.txt',503,503,'55k','India','India','x',45443,' Y'
504203080,'genos_504.txt',504,504,'55k','India','Brazil','x',45467,' Y'
503029790,'genos_503.txt',503,503,'55k','India','India','x',45541,' Y'
500080360,'genos_500.txt',500,500,'55k','Africa','Guinea','x',45573,' Y'
104328100,'genos_104.txt',104,104,'55k','N.Eur','Switzerland','x',45632,' Y'
503030090,'genos_503.txt',503,503,'55k','India','India','x',45712,' Y'
503029750,'genos_503.txt',503,503,'55k','India','India','x',45732,' Y'
503030160,'genos_503.txt',503,503,'55k','India','India','x',45739,' Y'
503030140,'genos_503.txt',503,503,'55k','India','India','x',45799,' Y'
503030030,'genos_503.txt',503,503,'55k','India','India','x',45930,' Y'
503030270,'genos_503.txt',503,503,'55k','India','India','x',45962,' Y'
503030290,'genos_503.txt',503,503,'55k','India','India','x',45992,' Y'
104208650,'genos_104.txt',104,104,'55k','N.Eur','Switzerland','x',46105,' Y'
503030070,'genos_503.txt',503,503,'55k','India','India','x',46119,' Y'
503029920,'genos_503.txt',503,503,'55k','India','India','x',46201,' Y'
503029840,'genos_503.txt',503,503,'55k','India','India','x',46213,' Y'
503030240,'genos_503.txt',503,503,'55k','India','India','x',46221,' Y'
502080970,'genos_502.txt',502,502,'55k','Africa','Kenya','x',46264,' Y'
503029980,'genos_503.txt',503,503,'55k','India','India','x',46292,' Y'
503029860,'genos_503.txt',503,503,'55k','India','India','x',46299,' Y'
124274710,'genos_124.txt',124,124,'55k','GB','England','x',46309,' Y'
504203230,'genos_504.txt',504,'xxx','55k','India','Brazil','x',46327,' Y'
104328150,'genos_104.txt',104,104,'55k','N.Eur','Switzerland','x',46333,' Y'
503030050,'genos_503.txt',503,503,'55k','India','India','x',46406,' Y'
122328400,'genos_122.txt',122,122,'55k','GB','Scotland','x',46417,' Y'
503029880,'genos_503.txt',503,503,'55k','India','India','x',46421,' Y'
503030390,'genos_503.txt',503,503,'55k','India','India','x',46470,' Y'
503029810,'genos_503.txt',503,503,'55k','India','India','x',46507,' Y'
503029940,'genos_503.txt',503,503,'55k','India','India','x',46538,' Y'
503030220,'genos_503.txt',503,503,'55k','India','India','x',46542,' Y'
503030200,'genos_503.txt',503,503,'55k','India','India','x',46593,' Y'
117329200,'genos_117.txt',117,117,'55k','N.Eur','Austria','x',46615,' Y'
110328660,'genos_110.txt',110,110,'55k','S.Eur','Italy','x',46621,' Y'
504202950,'genos_504.txt',504,'xxx','55k','India','Brazil','x',46648,' Y'
504203010,'genos_504.txt',504,504,'55k','India','Brazil','x',46670,' Y'
219328750,'genos_219.txt',219,219,'55k','Africa','Uganda','x',46690,' Y'
502081330,'genos_502.txt',502,502,'55k','Africa','Kenya','x',46695,' Y'
217328290,'genos_217.txt',217,217,'55k','GB','Ireland','x',46735,' Y'
503030370,'genos_503.txt',503,503,'55k','India','India','x',46743,' Y'
124330700,'genos_124.txt',124,124,'55k','GB','England','x',46862,' Y'
217328320,'genos_217.txt',217,217,'55k','GB','Ireland','x',46875,' Y'
200044939,'genos_200.txt',200,200,'55k','N.Eur','Netherlands','x',46876,' Y'
505333209,'genos_505.txt',505,505,'55k','India','Brazil','x',46951,' Y'
124274850,'genos_124.txt',124,124,'55k','GB','England','x',46962,' Y'
500337559,'genos_500.txt',500,500,'55k','Africa','Guinea','x',47011,' Y'
124274380,'genos_124.txt',124,124,'55k','GB','England','x',47033,' Y'
114328880,'genos_114.txt',114,114,'55k','GB','Australia','x',47048,' Y'
507335569,'genos_507.txt',507,507,'55k','India','India','x',47068,' Y'
503030350,'genos_503.txt',503,503,'55k','India','India','x',47073,' Y'
503030180,'genos_503.txt',503,503,'55k','India','India','x',47086,' Y'
222329090,'genos_222.txt',222,222,'55k','Africa','Zimbabwe','x',47096,' Y'
503030310,'genos_503.txt',503,503,'55k','India','India','x',47099,' Y'
217328310,'genos_217.txt',217,217,'55k','GB','Ireland','x',47118,' Y'
128321660,'genos_128.txt',128,128,'55k','ROMO','Colombia','x',47130,' Y'
121692020,'genosTXrang.txt',121,'xxx','55k','UNK','Texas','x',47154,' Y'
104328170,'genos_104.txt',104,104,'55k','N.Eur','Switzerland','x',47166,' Y'
104328190,'genos_104.txt',104,104,'55k','N.Eur','Switzerland','x',47178,' Y'
504337749,'genos_504.txt',504,504,'55k','India','Brazil','x',47181,' Y'
123476380,'genos_123.txt',123,123,'55k','Africa','Senegal','x',47195,' Y'
507335549,'genos_507.txt',507,507,'55k','India','India','x',47229,' Y'
504202930,'genos_504.txt',504,504,'55k','India','Brazil','x',47234,' Y'
500337509,'genos_500.txt',500,500,'55k','Africa','Guinea','x',47236,' Y'
506333369,'genos_506.txt',506,506,'55k','India','Pakistan','x',47247,' Y'
507335509,'genos_507.txt',507,507,'55k','India','India','x',47253,' Y'
507335529,'genos_507.txt',507,507,'55k','India','India','x',47267,' Y'
220328780,'genos_220.txt',220,220,'55k','S.Eur','Italy','x',47269,' Y'
506333349,'genos_506.txt',506,506,'55k','India','Pakistan','x',47269,' Y'
507335499,'genos_507.txt',507,507,'55k','India','India','x',47270,' Y'
507335519,'genos_507.txt',507,507,'55k','India','India','x',47277,' Y'
505333199,'genos_505.txt',505,505,'55k','India','Brazil','x',47281,' Y'
506333329,'genos_506.txt',506,506,'55k','India','Pakistan','x',47285,' Y'
506333359,'genos_506.txt',506,506,'55k','India','Pakistan','x',47291,' Y'
505333219,'genos_505.txt',505,505,'55k','India','Brazil','x',47296,' Y'
507335539,'genos_507.txt',507,507,'55k','India','India','x',47298,' Y'
507333119,'genos_507.txt',507,507,'55k','India','India','x',47299,' Y'
118329260,'genos_118.txt',118,118,'55k','GB','England','x',47300,' Y'
506333399,'genos_506.txt',506,506,'55k','India','Pakistan','x',47304,' Y'
506333379,'genos_506.txt',506,506,'55k','India','Pakistan','x',47305,' Y'
503334629,'genos_503.txt',503,503,'55k','India','India','x',47317,' Y'
504337799,'genos_504.txt',504,504,'55k','India','Brazil','x',47331,' Y'
507335559,'genos_507.txt',507,507,'55k','India','India','x',47335,' Y'
504337809,'genos_504.txt',504,504,'55k','India','Brazil','x',47345,' Y'
506333289,'genos_506.txt',506,506,'55k','India','Pakistan','x',47345,' Y'
506333299,'genos_506.txt',506,506,'55k','India','Pakistan','x',47350,' Y'
504337959,'genos_504.txt',504,504,'55k','India','Brazil','x',47353,' Y'
506333319,'genos_506.txt',506,506,'55k','India','Pakistan','x',47355,' Y'
507335439,'genos_507.txt',507,507,'55k','India','India','x',47355,' Y'
506333309,'genos_506.txt',506,506,'55k','India','Pakistan','x',47358,' Y'
504337759,'genos_504.txt',504,504,'55k','India','Brazil','x',47363,' Y'
507335419,'genos_507.txt',507,507,'55k','India','India','x',47367,' Y'
507335429,'genos_507.txt',507,507,'55k','India','India','x',47372,' Y'
507335389,'genos_507.txt',507,507,'55k','India','India','x',47373,' Y'
129334109,'genos_129.txt',129,129,'55k','GB','Scotland','x',47375,' Y'
507335339,'genos_507.txt',507,507,'55k','India','India','x',47376,' Y'
507335449,'genos_507.txt',507,507,'55k','India','India','x',47381,' Y'
507335459,'genos_507.txt',507,507,'55k','India','India','x',47384,' Y'
507335379,'genos_507.txt',507,507,'55k','India','India','x',47385,' Y'
503334619,'genos_503.txt',503,503,'55k','India','India','x',47389,' Y'
503030330,'genos_503.txt',503,503,'55k','India','India','x',47391,' Y'
503334589,'genos_503.txt',503,503,'55k','India','India','x',47398,' Y'
507335409,'genos_507.txt',507,507,'55k','India','India','x',47402,' Y'
507335349,'genos_507.txt',507,507,'55k','India','India','x',47404,' Y'
507335359,'genos_507.txt',507,507,'55k','India','India','x',47406,' Y'
507335369,'genos_507.txt',507,507,'55k','India','India','x',47406,' Y'
504337789,'genos_504.txt',504,504,'55k','India','Brazil','x',47408,' Y'
503334599,'genos_503.txt',503,503,'55k','India','India','x',47411,' Y'
504337769,'genos_504.txt',504,504,'55k','India','Brazil','x',47412,' Y'
504337779,'genos_504.txt',504,504,'55k','India','Brazil','x',47414,' Y'
123476490,'genos_123.txt',123,123,'55k','Africa','Senegal','x',47416,' Y'
121329440,'genos_121.txt',121,900,'55k','NWD','Texas','x',47419,' Y'
219328720,'genos_219.txt',219,219,'55k','Africa','Uganda','x',47419,' Y'
503334739,'genos_503.txt',503,503,'55k','India','India','x',47419,' Y'
507335399,'genos_507.txt',507,507,'55k','India','India','x',47422,' Y'
504337949,'genos_504.txt',504,504,'55k','India','Brazil','x',47424,' Y'
504337839,'genos_504.txt',504,504,'55k','India','Brazil','x',47428,' Y'
507335479,'genos_507.txt',507,507,'55k','India','India','x',47428,' Y'
504202940,'genos_504.txt',504,504,'55k','India','Brazil','x',47430,' Y'
503334569,'genos_503.txt',503,503,'55k','India','India','x',47435,' Y'
504337889,'genos_504.txt',504,504,'55k','India','Brazil','x',47436,' Y'
504337859,'genos_504.txt',504,504,'55k','India','Brazil','x',47437,' Y'
504337869,'genos_504.txt',504,504,'55k','India','Brazil','x',47437,' Y'
504337929,'genos_504.txt',504,504,'55k','India','Brazil','x',47441,' Y'
503334579,'genos_503.txt',503,503,'55k','India','India','x',47442,' Y'
504337729,'genos_504.txt',504,504,'55k','India','Brazil','x',47444,' Y'
504337939,'genos_504.txt',504,504,'55k','India','Brazil','x',47444,' Y'
504337829,'genos_504.txt',504,504,'55k','India','Brazil','x',47445,' Y'
507335489,'genos_507.txt',507,507,'55k','India','India','x',47447,' Y'
558338949,'genos_558.txt',558,558,'55k','Africa','Ethiopia','x',47447,' Y'
504337879,'genos_504.txt',504,504,'55k','India','Brazil','x',47449,' Y'
503334709,'genos_503.txt',503,503,'55k','India','India','x',47450,' Y'
504337819,'genos_504.txt',504,504,'55k','India','Brazil','x',47450,' Y'
124274700,'genos_124.txt',124,124,'55k','GB','England','x',47452,' Y'
503334639,'genos_503.txt',503,503,'55k','India','India','x',47453,' Y'
105206370,'genos_105.txt',105,105,'55k','Asia','Japan','x',47454,' Y'
503334529,'genos_503.txt',503,503,'55k','India','India','x',47456,' Y'
503334559,'genos_503.txt',503,503,'55k','India','India','x',47456,' Y'
503334759,'genos_503.txt',503,503,'55k','India','India','x',47456,' Y'
503334719,'genos_503.txt',503,503,'55k','India','India','x',47458,' Y'
503334539,'genos_503.txt',503,503,'55k','India','India','x',47460,' Y'
504337849,'genos_504.txt',504,504,'55k','India','Brazil','x',47461,' Y'
504337919,'genos_504.txt',504,504,'55k','India','Brazil','x',47461,' Y'
503334749,'genos_503.txt',503,503,'55k','India','India','x',47464,' Y'
503334669,'genos_503.txt',503,503,'55k','India','India','x',47472,' Y'
503334649,'genos_503.txt',503,503,'55k','India','India','x',47474,' Y'
503334659,'genos_503.txt',503,503,'55k','India','India','x',47477,' Y'
503334519,'genos_503.txt',503,503,'55k','India','India','x',47479,' Y'
507335469,'genos_507.txt',507,507,'55k','India','India','x',47482,' Y'
503334689,'genos_503.txt',503,503,'55k','India','India','x',47486,' Y'
503334699,'genos_503.txt',503,503,'55k','India','India','x',47486,' Y'
503334609,'genos_503.txt',503,503,'55k','India','India','x',47488,' Y'
500337659,'genos_500.txt',500,500,'55k','Africa','Guinea','x',47489,' Y'
558339089,'genos_558.txt',558,558,'55k','Africa','Ethiopia','x',47492,' Y'
112275640,'genos_112.txt',112,112,'55k','N.Eur','Germany','x',47494,' Y'
558338919,'genos_558.txt',558,558,'55k','Africa','Ethiopia','x',47494,' Y'
558338929,'genos_558.txt',558,558,'55k','Africa','Ethiopia','x',47503,' Y'
124274650,'genos_124.txt',124,124,'55k','GB','England','x',47506,' Y'
503334679,'genos_503.txt',503,503,'55k','India','India','x',47508,' Y'
503334729,'genos_503.txt',503,503,'55k','India','India','x',47512,' Y'
503334549,'genos_503.txt',503,503,'55k','India','India','x',47517,' Y'
502081070,'genos_502.txt',502,502,'55k','Africa','Kenya','x',47521,' Y'
558339099,'genos_558.txt',558,558,'55k','Africa','Ethiopia','x',47521,' Y'
105206270,'genos_105.txt',105,105,'55k','Asia','Japan','x',47532,' Y'
118329230,'genos_118.txt',118,118,'55k','GB','England','x',47540,' Y'
124274530,'genos_124.txt',124,124,'55k','GB','England','x',47582,' Y'
504203250,'genos_504.txt',504,504,'55k','India','Brazil','x',47584,' Y'
558338939,'genos_558.txt',558,558,'55k','Africa','Ethiopia','x',47587,' Y'
558339079,'genos_558.txt',558,558,'55k','Africa','Ethiopia','x',47591,' Y'
105206310,'genos_105.txt',105,105,'55k','Asia','Japan','x',47594,' Y'
103335029,'genos_103.txt',103,103,'55k','S.Eur','France','x',47603,' Y'
558339009,'genos_558.txt',558,558,'55k','Africa','Ethiopia','x',47610,' Y'
558339049,'genos_558.txt',558,558,'55k','Africa','Ethiopia','x',47621,' Y'
124274220,'genos_124.txt',124,124,'55k','GB','England','x',47623,' Y'
558339109,'genos_558.txt',558,558,'55k','Africa','Ethiopia','x',47625,' Y'
558338959,'genos_558.txt',558,558,'55k','Africa','Ethiopia','x',47631,' Y'
558339059,'genos_558.txt',558,558,'55k','Africa','Ethiopia','x',47631,' Y'
558339019,'genos_558.txt',558,558,'55k','Africa','Ethiopia','x',47632,' Y'
123476520,'genos_123.txt',123,123,'55k','Africa','Senegal','x',47635,' Y'
558339039,'genos_558.txt',558,558,'55k','Africa','Ethiopia','x',47642,' Y'
558339069,'genos_558.txt',558,558,'55k','Africa','Ethiopia','x',47644,' Y'
123476360,'genos_123.txt',123,123,'55k','Africa','Senegal','x',47651,' Y'
555338799,'genos_555.txt',555,555,'55k','Hyb','Hyb','x',47654,' Y'
558339029,'genos_558.txt',558,558,'55k','Africa','Ethiopia','x',47657,' Y'
558338969,'genos_558.txt',558,558,'55k','Africa','Ethiopia','x',47658,' Y'
558338999,'genos_558.txt',558,558,'55k','Africa','Ethiopia','x',47664,' Y'
558338989,'genos_558.txt',558,558,'55k','Africa','Ethiopia','x',47666,' Y'
558338979,'genos_558.txt',558,558,'55k','Africa','Ethiopia','x',47668,' Y'
555338849,'genos_555.txt',555,555,'55k','Hyb','Hyb','x',47676,' Y'
114328900,'genos_114.txt',114,114,'55k','GB','Australia','x',47683,' Y'
119328960,'genos_119.txt',119,119,'55k','S.Eur','Italy','x',47688,' Y'
504203090,'genos_504.txt',504,504,'55k','India','Brazil','x',47690,' Y'
104328160,'genos_104.txt',104,104,'55k','N.Eur','Switzerland','x',47693,' Y'
552334359,'genos_552.txt',552,552,'55k','Hyb','Hyb','x',47699,' Y'
555338839,'genos_555.txt',555,555,'55k','Hyb','Hyb','x',47701,' Y'
555338829,'genos_555.txt',555,555,'55k','Hyb','Hyb','x',47702,' Y'
555338819,'genos_555.txt',555,555,'55k','Hyb','Hyb','x',47703,' Y'
105206290,'genos_105.txt',105,105,'55k','Asia','Japan','x',47704,' Y'
555338909,'genos_555.txt',555,555,'55k','Hyb','Hyb','x',47710,' Y'
555338869,'genos_555.txt',555,555,'55k','Hyb','Hyb','x',47713,' Y'
552334259,'genos_552.txt',552,552,'55k','Hyb','Hyb','x',47716,' Y'
552334469,'genos_552.txt',552,552,'55k','Hyb','Hyb','x',47717,' Y'
552334489,'genos_552.txt',552,552,'55k','Hyb','Hyb','x',47720,' Y'
555338889,'genos_555.txt',555,555,'55k','Hyb','Hyb','x',47727,' Y'
555338879,'genos_555.txt',555,555,'55k','Hyb','Hyb','x',47730,' Y'
501080480,'genos_501.txt',501,501,'55k','Africa','Kenya','x',47733,' Y'
552334439,'genos_552.txt',552,552,'55k','Hyb','Hyb','x',47738,' Y'
500337669,'genos_500.txt',500,500,'55k','Africa','Guinea','x',47740,' Y'
552334389,'genos_552.txt',552,552,'55k','Hyb','Hyb','x',47740,' Y'
552334479,'genos_552.txt',552,552,'55k','Hyb','Hyb','x',47743,' Y'
555338719,'genos_555.txt',555,555,'55k','Hyb','Hyb','x',47746,' Y'
552334429,'genos_552.txt',552,552,'55k','Hyb','Hyb','x',47752,' Y'
552334379,'genos_552.txt',552,552,'55k','Hyb','Hyb','x',47753,' Y'
555338859,'genos_555.txt',555,555,'55k','Hyb','Hyb','x',47753,' Y'
555338789,'genos_555.txt',555,555,'55k','Hyb','Hyb','x',47756,' Y'
555338809,'genos_555.txt',555,555,'55k','Hyb','Hyb','x',47757,' Y'
552334419,'genos_552.txt',552,552,'55k','Hyb','Hyb','x',47758,' Y'
555338739,'genos_555.txt',555,555,'55k','Hyb','Hyb','x',47758,' Y'
504203020,'genos_504.txt',504,504,'55k','India','Brazil','x',47760,' Y'
552334279,'genos_552.txt',552,552,'55k','Hyb','Hyb','x',47761,' Y'
